rank,topic_id,topic,score,status,stated_parent,stated_share,plurality_parent,plurality_share,neighbour_count,input_sha256
3338,T11854,Laser-induced spectroscopy and plasma,0.0,insufficient_evidence,Mechanics of Materials,0.0,Environmental Engineering,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3339,T11857,Archaeological and Historical Studies,0.0,consistent,Archeology,0.30510948905109486,Archeology,0.30510948905109486,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3340,T11858,Urban Development and Societal Issues,0.0,consistent,Urban Studies,0.28400000000000003,Urban Studies,0.28400000000000003,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3341,T11865,Anorectal Disease Treatments and Outcomes,0.0,insufficient_evidence,Surgery,0.0,Pulmonary and Respiratory Medicine,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3342,T11867,Traumatic Ocular and Foreign Body Injuries,0.0,insufficient_evidence,Ophthalmology,0.0,"Endocrinology, Diabetes and Metabolism",0.10555555555555556,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3343,T11868,Cancer and Skin Lesions,0.0,insufficient_evidence,Dermatology,0.0,Oncology,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3344,T11871,Advanced Statistical Methods and Models,0.0,consistent,Statistics and Probability,0.5068493150684932,Statistics and Probability,0.5068493150684932,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3345,T11872,Barrier Structure and Function Studies,0.0,insufficient_evidence,Neurology,0.0,Molecular Biology,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3346,T11873,PAPR reduction in OFDM,0.0,consistent,Electrical and Electronic Engineering,0.6,Electrical and Electronic Engineering,0.6,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3347,T11874,Structural Response to Dynamic Loads,0.0,consistent,Civil and Structural Engineering,0.5,Civil and Structural Engineering,0.5,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3348,T11876,Legal Studies and Policies,0.0,insufficient_evidence,Law,0.09,Sociology and Political Science,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3349,T11877,Iron oxide chemistry and applications,0.0,consistent,"Renewable Energy, Sustainability and the Environment",0.30833333333333335,"Renewable Energy, Sustainability and the Environment",0.30833333333333335,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3350,T11878,Solid-state spectroscopy and crystallography,0.0,insufficient_evidence,Materials Chemistry,0.08181818181818182,Polymers and Plastics,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3351,T11882,Plant biochemistry and biosynthesis,0.0,consistent,Molecular Biology,0.75,Molecular Biology,0.75,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3352,T11885,MRI in cancer diagnosis,0.0,consistent,"Radiology, Nuclear Medicine and Imaging",0.37,"Radiology, Nuclear Medicine and Imaging",0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3353,T11887,Quasicrystal Structures and Properties,0.0,consistent,Materials Chemistry,0.2,Materials Chemistry,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3354,T11891,Big Data and Business Intelligence,0.0,insufficient_evidence,Management Information Systems,0.05583941605839416,Industrial and Manufacturing Engineering,0.1872262773722628,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3355,T11893,German Literature and Culture Studies,0.0,consistent,Literature and Literary Theory,0.39999999999999997,Literature and Literary Theory,0.39999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3356,T11896,Opportunistic and Delay-Tolerant Networks,0.0,consistent,Computer Networks and Communications,0.37,Computer Networks and Communications,0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3357,T11898,Economics of Agriculture and Food Markets,0.0,insufficient_evidence,Economics and Econometrics,0.0,Strategy and Management,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3358,T11901,Bayesian Methods and Mixture Models,0.0,consistent,Artificial Intelligence,0.37,Artificial Intelligence,0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3359,T11902,Intelligent Tutoring Systems and Adaptive Learning,0.0,consistent,Artificial Intelligence,0.25,Artificial Intelligence,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3360,T11904,Spatial Cognition and Navigation,0.0,insufficient_evidence,Automotive Engineering,0.0,Computer Science Applications,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3361,T11906,"Gender, Sexuality, and Education",0.0,consistent,Gender Studies,0.5,Gender Studies,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3362,T11907,Copper-based nanomaterials and applications,0.0,consistent,Materials Chemistry,0.47262773722627743,Materials Chemistry,0.47262773722627743,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3363,T11909,Histiocytic Disorders and Treatments,0.0,insufficient_evidence,Physiology,0.0,Microbiology,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3364,T11911,Spatial and Panel Data Analysis,0.0,consistent,Economics and Econometrics,0.6666666666666666,Economics and Econometrics,0.6666666666666666,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3365,T11917,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",0.0,insufficient_evidence,Genetics,0.0,Biomedical Engineering,0.16666666666666666,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3366,T11922,Cardiovascular Effects of Exercise,0.0,consistent,Cardiology and Cardiovascular Medicine,0.2,Cardiology and Cardiovascular Medicine,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3367,T11923,Mine drainage and remediation techniques,0.0,insufficient_evidence,Environmental Chemistry,0.0,Geochemistry and Petrology,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3368,T11924,Polyamine Metabolism and Applications,0.0,consistent,Molecular Biology,0.3388888888888889,Molecular Biology,0.3388888888888889,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3369,T11925,Culinary Culture and Tourism,0.0,insufficient_evidence,Food Science,0.0,Museology,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3370,T11927,Plant Reproductive Biology,0.0,insufficient_evidence,Molecular Biology,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3371,T11929,Cerebral Venous Sinus Thrombosis,0.0,consistent,Neurology,0.2,Neurology,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3372,T11930,"Cardiac, Anesthesia and Surgical Outcomes",0.0,consistent,Cardiology and Cardiovascular Medicine,0.27,Cardiology and Cardiovascular Medicine,0.27,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3373,T11934,Syphilis Diagnosis and Treatment,0.0,consistent,Physiology,0.1,Physiology,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3374,T11938,ERP Systems Implementation and Impact,0.0,consistent,Management Information Systems,0.39166666666666666,Management Information Systems,0.39166666666666666,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3375,T11942,Transportation and Mobility Innovations,0.0,insufficient_evidence,Automotive Engineering,0.0,Agronomy and Crop Science,0.125,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3376,T11945,Heat Transfer Mechanisms,0.0,consistent,Mechanical Engineering,0.6033333333333333,Mechanical Engineering,0.6033333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3377,T11951,Trauma Management and Diagnosis,0.0,consistent,Surgery,0.3,Surgery,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3378,T11952,Landfill Environmental Impact Studies,0.0,consistent,Waste Management and Disposal,0.3333333333333333,Waste Management and Disposal,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3379,T11954,Energy Efficiency and Management,0.0,consistent,"Renewable Energy, Sustainability and the Environment",0.2444444444444444,"Renewable Energy, Sustainability and the Environment",0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3380,T11958,Dental Erosion and Treatment,0.0,insufficient_evidence,Orthodontics,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3381,T11963,Impact of Light on Environment and Health,0.0,consistent,Global and Planetary Change,0.2,Global and Planetary Change,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3382,T11964,Pregnancy and Medication Impact,0.0,insufficient_evidence,"Public Health, Environmental and Occupational Health",0.0,Genetics,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3383,T11965,"Quantum, superfluid, helium dynamics",0.0,consistent,"Atomic and Molecular Physics, and Optics",0.25,"Atomic and Molecular Physics, and Optics",0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3384,T11966,Silk-based biomaterials and applications,0.0,consistent,Biomaterials,0.5274193548387097,Biomaterials,0.5274193548387097,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3385,T11969,Fluoride Effects and Removal,0.0,insufficient_evidence,Water Science and Technology,0.0794392523364486,Environmental Chemistry,0.2383177570093458,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3386,T11970,Molecular Biology Techniques and Applications,0.0,consistent,Molecular Biology,0.4333333333333334,Molecular Biology,0.4333333333333334,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3387,T11972,Chromium effects and bioremediation,0.0,consistent,"Health, Toxicology and Mutagenesis",0.2153846153846154,"Health, Toxicology and Mutagenesis",0.2153846153846154,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3388,T11975,Evolutionary Algorithms and Applications,0.0,consistent,Artificial Intelligence,0.18666666666666668,Artificial Intelligence,0.18666666666666668,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3389,T11977,Technology Use by Older Adults,0.0,insufficient_evidence,Demography,0.0,Media Technology,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3390,T11978,Soil Mechanics and Vehicle Dynamics,0.0,insufficient_evidence,Civil and Structural Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3391,T11980,Human Mobility and Location-Based Analysis,0.0,insufficient_evidence,Transportation,1.0,Transportation,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3392,T11985,Marine Toxins and Detection Methods,0.0,consistent,Environmental Chemistry,0.1,Environmental Chemistry,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3393,T11989,Oxidative Organic Chemistry Reactions,0.0,consistent,Organic Chemistry,0.3,Organic Chemistry,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3394,T11992,CCD and CMOS Imaging Sensors,0.0,consistent,Electrical and Electronic Engineering,0.3333333333333333,Electrical and Electronic Engineering,0.3333333333333333,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3395,T11994,Human Resource Development and Performance Evaluation,0.0,insufficient_evidence,Applied Psychology,0.0,Organizational Behavior and Human Resource Management,0.27142857142857146,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3396,T11997,Free Will and Agency,0.0,consistent,Cognitive Neuroscience,0.2,Cognitive Neuroscience,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3397,T11999,Empathy and Medical Education,0.0,insufficient_evidence,Psychiatry and Mental health,0.0,"Pediatrics, Perinatology and Child Health",0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3398,T12000,Systems Engineering Methodologies and Applications,0.0,insufficient_evidence,Control and Systems Engineering,0.0,Organizational Behavior and Human Resource Management,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3399,T12001,Fossil Insects in Amber,0.0,consistent,"Ecology, Evolution, Behavior and Systematics",0.37,"Ecology, Evolution, Behavior and Systematics",0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3400,T12002,"Computability, Logic, AI Algorithms",0.0,insufficient_evidence,Computational Theory and Mathematics,0.0,Philosophy,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3401,T12003,Bioenergy crop production and management,0.0,consistent,Agronomy and Crop Science,0.28,Agronomy and Crop Science,0.28,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3402,T12004,Advanced Frequency and Time Standards,0.0,insufficient_evidence,"Atomic and Molecular Physics, and Optics",0.0,"Geography, Planning and Development",1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3403,T12005,Spaceflight effects on biology,0.0,insufficient_evidence,Physiology,0.0,Insect Science,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3404,T12006,Ergonomics and Musculoskeletal Disorders,0.0,insufficient_evidence,Social Psychology,0.0,Media Technology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3405,T12009,Hedgehog Signaling Pathway Studies,0.0,consistent,Molecular Biology,0.6612318840579711,Molecular Biology,0.6612318840579711,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3406,T12011,"Insurance, Mortality, Demography, Risk Management",0.0,insufficient_evidence,Demography,0.0,General Health Professions,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3407,T12014,"Fish biology, ecology, and behavior",0.0,insufficient_evidence,Nature and Landscape Conservation,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3408,T12016,Web Data Mining and Analysis,0.0,consistent,Information Systems,0.6,Information Systems,0.6,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3409,T12017,Recycling and Waste Management Techniques,0.0,consistent,Waste Management and Disposal,0.2923076923076923,Waste Management and Disposal,0.2923076923076923,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3410,T12019,Calibration and Measurement Techniques,0.0,insufficient_evidence,Aerospace Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3411,T12020,Enhanced Recovery After Surgery,0.0,consistent,Surgery,0.5,Surgery,0.5,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3412,T12021,Social and Educational Sciences,0.0,consistent,Education,0.6232227488151658,Education,0.6232227488151658,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3413,T12022,Hydraulic flow and structures,0.0,insufficient_evidence,Civil and Structural Engineering,0.0,Ocean Engineering,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3414,T12023,Cholinesterase and Neurodegenerative Diseases,0.0,insufficient_evidence,Pharmacology,0.0,Toxicology,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3415,T12024,Ultra-Wideband Communications Technology,0.0,consistent,Electrical and Electronic Engineering,0.46,Electrical and Electronic Engineering,0.46,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3416,T12026,Explainable Artificial Intelligence (XAI),0.0,insufficient_evidence,Artificial Intelligence,1.0,Artificial Intelligence,1.0,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3417,T12031,Speech and dialogue systems,0.0,consistent,Artificial Intelligence,0.3333333333333333,Artificial Intelligence,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3418,T12034,Digital and Cyber Forensics,0.0,consistent,Information Systems,0.7166666666666667,Information Systems,0.7166666666666667,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3419,T12039,Electron and X-Ray Spectroscopy Techniques,0.0,insufficient_evidence,"Surfaces, Coatings and Films",0.0,Mechanics of Materials,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3420,T12041,Public Health Policies and Education,0.0,consistent,General Health Professions,0.448587570621469,General Health Professions,0.448587570621469,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3421,T12043,Insect behavior and control techniques,0.0,consistent,Insect Science,0.3848249027237355,Insect Science,0.3848249027237355,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3422,T12045,Rice Cultivation and Yield Improvement,0.0,consistent,Plant Science,0.46,Plant Science,0.46,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3423,T12046,MXene and MAX Phase Materials,0.0,consistent,Materials Chemistry,0.3,Materials Chemistry,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3424,T12047,Viral Infections and Vectors,0.0,consistent,Infectious Diseases,0.18888888888888888,Infectious Diseases,0.18888888888888888,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
